"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.18932997276599e-304,1.04567000894936,0.264,0.034,5.04016370346269e-299,"Endocardial cells","GRCm38-Epha7"
5.59719852185692e-302,1.00238431059801,0.331,0.052,3.06995144526808e-297,"Endocardial cells","GRCm38-Pcdh7"
9.87162023183617e-302,0.693092240419316,0.231,0.025,5.4143862647575e-297,"Endocardial cells","GRCm38-Art4"
8.49654857674411e-299,0.447686333537266,0.144,0.009,4.66018696337261e-294,"Endocardial cells","GRCm38-Dmtn"
3.29962770022445e-296,1.55715664073365,0.9,0.528,1.80977980101911e-291,"Endocardial cells","GRCm38-Cd9"
5.66571804246844e-282,0.432619655711976,0.11,0.005,3.10753303193309e-277,"Endocardial cells","GRCm38-Mal"
6.14212728376142e-281,1.46565814143639,0.622,0.208,3.36883397259746e-276,"Endocardial cells","GRCm38-Phactr2"
2.43420973319911e-278,1.26044068989534,0.872,0.357,1.33511535446505e-273,"Endocardial cells","GRCm38-Pecam1"
8.63862736322856e-276,1.228211656282,0.896,0.402,4.7381143361836e-271,"Endocardial cells","GRCm38-Mgp"
5.68010135794844e-272,1.1812165625503,0.46,0.11,3.11542199280756e-267,"Endocardial cells","GRCm38-Stab1"
8.02917253994186e-272,1.36035829571473,0.572,0.162,4.40384055470731e-267,"Endocardial cells","GRCm38-Pdlim3"
1.44802480214486e-270,0.801692682631321,0.307,0.051,7.94212643480411e-266,"Endocardial cells","GRCm38-Unc13b"
7.1370734929784e-265,1.37550882862536,0.588,0.186,3.91454206942879e-260,"Endocardial cells","GRCm38-Car8"
1.09173219790364e-264,0.87058710875277,0.296,0.048,5.9879327590619e-260,"Endocardial cells","GRCm38-Spint2"
2.8566761590723e-264,0.809190472880658,0.309,0.053,1.56682973972797e-259,"Endocardial cells","GRCm38-Cenpt"
1.18114569821454e-263,1.41429204959428,0.748,0.331,6.47834792556711e-259,"Endocardial cells","GRCm38-Foxp1"
2.28201695966393e-260,1.08563144122841,0.407,0.09,1.25164066203647e-255,"Endocardial cells","GRCm38-Gm1673"
3.97317767163826e-259,1.10990513607376,0.469,0.119,2.17920848934015e-254,"Endocardial cells","GRCm38-Nos3"
3.32541299292247e-254,1.25791873314568,0.63,0.217,1.82392251835812e-249,"Endocardial cells","GRCm38-Tek"
1.85637836258134e-250,0.754706490715435,0.303,0.051,1.01818640430861e-245,"Endocardial cells","GRCm38-Pdlim4"
2.51817578169633e-248,1.14251470187585,0.504,0.138,1.3811690527448e-243,"Endocardial cells","GRCm38-Tmem176a"
5.80866545744841e-248,0.868251732734221,0.308,0.055,3.1859368301013e-243,"Endocardial cells","GRCm38-Tmem164"
2.20501144324747e-247,1.4079421465646,0.583,0.196,1.20940467639237e-242,"Endocardial cells","GRCm38-F2r"
3.07980232549421e-247,1.36158464840043,0.252,0.038,1.68920997948706e-242,"Endocardial cells","GRCm38-Edn1"
1.12182054962354e-242,0.390766832822011,0.124,0.009,6.1529613505752e-238,"Endocardial cells","GRCm38-Lsr"
2.7871221337975e-235,1.24832367396434,0.853,0.368,1.52868074794525e-230,"Endocardial cells","GRCm38-Cd93"
4.03470162298865e-232,0.940568726646333,0.296,0.053,2.21295314617681e-227,"Endocardial cells","GRCm38-Dpp4"
2.19066479623348e-231,1.12842265683736,0.589,0.196,1.20153582743814e-226,"Endocardial cells","GRCm38-Afap1l1"
8.43168783110934e-230,0.556931168712242,0.216,0.029,4.62461214160685e-225,"Endocardial cells","GRCm38-Tppp"
5.43160682892347e-229,1.23180512520166,0.506,0.15,2.97912771352794e-224,"Endocardial cells","GRCm38-Mical2"
1.63491733128388e-228,1.14509234136118,0.495,0.14,8.96719457862584e-224,"Endocardial cells","GRCm38-Mir99ahg"
6.72093170718486e-228,1.09397343660511,0.395,0.094,3.68629662275675e-223,"Endocardial cells","GRCm38-Entpd1"
1.64342202345943e-227,1.02055146336259,0.589,0.19,9.01384111427028e-223,"Endocardial cells","GRCm38-Tie1"
2.04173517756132e-220,1.42944731754612,0.807,0.474,1.11985091018883e-215,"Endocardial cells","GRCm38-Rdx"
1.17694151892292e-219,0.443611226997203,0.121,0.009,6.45528884298845e-215,"Endocardial cells","GRCm38-Ociad2"
9.0926296719073e-217,0.625421432969683,0.229,0.035,4.98712552244772e-212,"Endocardial cells","GRCm38-Ttc9"
2.96388923222331e-214,0.579708275621249,0.154,0.016,1.62563396608984e-209,"Endocardial cells","GRCm38-Dll1"
1.91410541184933e-213,1.13369961034581,0.634,0.237,1.04984853629112e-208,"Endocardial cells","GRCm38-Tmem176b"
6.90004006669349e-213,0.993934118949756,0.449,0.126,3.78453397578005e-208,"Endocardial cells","GRCm38-Hyal2"
8.76488701348041e-213,1.17096820004944,0.452,0.126,4.80736522915374e-208,"Endocardial cells","GRCm38-Pde3a"
3.8576295494673e-212,1.28158085504605,0.527,0.175,2.11583265529183e-207,"Endocardial cells","GRCm38-Cbfa2t3"
9.92088875224184e-212,0.537909676883523,0.145,0.014,5.44140906282961e-207,"Endocardial cells","GRCm38-Bex4"
3.46066651830387e-211,1.25821998456816,0.633,0.249,1.8981063719593e-206,"Endocardial cells","GRCm38-Tspan6"
8.82193038247608e-211,0.64511208043918,0.214,0.031,4.83865237618048e-206,"Endocardial cells","GRCm38-Pir"
2.32912698927334e-208,0.849130289506741,0.34,0.077,1.27747957107664e-203,"Endocardial cells","GRCm38-Gata2"
8.96133911161933e-208,0.457117044214427,0.126,0.011,4.91511527594097e-203,"Endocardial cells","GRCm38-Cyp1b1"
1.78000719963637e-206,1.20486670923509,0.378,0.092,9.76298348856554e-202,"Endocardial cells","GRCm38-Gja4"
7.58615933544164e-205,1.09701849757733,0.547,0.182,4.16085667230303e-200,"Endocardial cells","GRCm38-Efnb2"
2.00539063077482e-204,0.634025792946227,0.218,0.033,1.09991665316738e-199,"Endocardial cells","GRCm38-Frrs1"
2.71170822211412e-202,1.16364848042565,0.565,0.199,1.48731772566515e-197,"Endocardial cells","GRCm38-Gata6"
8.14346532376576e-201,1.06125560469485,0.626,0.242,4.46652786077904e-196,"Endocardial cells","GRCm38-Notch1"
1.22063985772424e-199,0.328801711017554,0.104,0.007,6.69496549164592e-195,"Endocardial cells","GRCm38-Itgb4"
2.55572412303025e-197,0.897350252276993,0.346,0.082,1.40176356699963e-192,"Endocardial cells","GRCm38-Sncaip"
3.66839691159041e-196,0.659600787435182,0.784,0.347,2.01204233806911e-191,"Endocardial cells","GRCm38-Eln"
7.50099091608346e-196,0.677345040290421,0.256,0.047,4.11414349765346e-191,"Endocardial cells","GRCm38-Rnf141"
3.4220159976938e-195,0.855515633609492,0.31,0.066,1.8769073344151e-190,"Endocardial cells","GRCm38-Hs3st1"
9.86777857075714e-195,0.83013105623298,0.4,0.102,5.41227919048888e-190,"Endocardial cells","GRCm38-Megf6"
3.96676544542294e-191,1.32618740079503,0.706,0.342,2.17569151150558e-186,"Endocardial cells","GRCm38-Heg1"
9.62598196314023e-191,0.328140213257697,0.112,0.009,5.27965858714316e-186,"Endocardial cells","GRCm38-Nipal2"
9.15536600014033e-189,0.851817227929654,0.294,0.062,5.02153514375697e-184,"Endocardial cells","GRCm38-Kazald1"
3.98389693091874e-188,0.940805673311015,0.43,0.127,2.18508778867031e-183,"Endocardial cells","GRCm38-Ipo11"
1.61572996093995e-182,0.406144867630778,0.183,0.026,8.86195568976341e-178,"Endocardial cells","GRCm38-Tlcd2"
4.91106712058189e-182,1.09969571010364,0.535,0.196,2.69362209429676e-177,"Endocardial cells","GRCm38-Itpr2"
3.82678015900601e-180,0.432347090267044,0.142,0.016,2.09891238161162e-175,"Endocardial cells","GRCm38-Mdfi"
7.99374590020068e-180,1.25602779050455,0.254,0.05,4.38440975134207e-175,"Endocardial cells","GRCm38-Clu"
1.07611522562312e-178,0.508838840948567,0.215,0.036,5.90227678949769e-174,"Endocardial cells","GRCm38-Dapk1"
4.10282250563217e-176,0.286605948472313,0.109,0.01,2.25031608788913e-171,"Endocardial cells","GRCm38-Irx3"
5.72445087388975e-176,0.880265630517163,0.747,0.315,3.13974681531105e-171,"Endocardial cells","GRCm38-Ecscr"
3.7336288316049e-175,0.948612752216754,0.413,0.123,2.04782074155865e-170,"Endocardial cells","GRCm38-Eps8"
5.80985583698124e-171,0.312436743122764,0.101,0.008,3.18658972946747e-166,"Endocardial cells","GRCm38-Atp8a2"
1.38300667910735e-170,1.08093773938814,0.785,0.399,7.58551503356801e-166,"Endocardial cells","GRCm38-Rbp1"
1.85700527784773e-170,0.48444989047401,0.169,0.024,1.01853025479392e-165,"Endocardial cells","GRCm38-St6gal1"
6.12241339437864e-170,0.370296636353405,0.135,0.015,3.3580212985488e-165,"Endocardial cells","GRCm38-Mrap"
1.84182516914793e-169,1.07243811898867,0.514,0.192,1.01020426877426e-164,"Endocardial cells","GRCm38-Rgs3"
9.30704010239108e-169,1.01510236392154,0.491,0.174,5.10472535535946e-164,"Endocardial cells","GRCm38-Palm"
6.45683872485361e-165,1.26387464613021,0.275,0.063,3.54144690380771e-160,"Endocardial cells","GRCm38-Col4a4"
1.47065105089245e-164,0.668553242442321,0.319,0.079,8.06622688393492e-160,"Endocardial cells","GRCm38-Stxbp6"
2.41369007228867e-164,1.39699858208096,0.656,0.328,1.32386073084889e-159,"Endocardial cells","GRCm38-Igf2r"
7.13992604149407e-164,-2.12737410924143,0.538,0.735,3.91610663523867e-159,"Endocardial cells","GRCm38-Igfbp7"
9.08468506676126e-162,1.11775689757985,0.551,0.229,4.98276806541722e-157,"Endocardial cells","GRCm38-Trim47"
1.33828424876202e-161,0.7536739715201,0.299,0.073,7.34022144760991e-157,"Endocardial cells","GRCm38-Bik"
1.34237771466109e-159,0.50243071069509,0.195,0.033,7.36267328937316e-155,"Endocardial cells","GRCm38-Pkn3"
1.50776618921317e-159,0.494658417818699,0.191,0.032,8.26979599459642e-155,"Endocardial cells","GRCm38-Foxc2"
3.2333548140145e-159,0.752308317125239,0.384,0.113,1.77343044839067e-154,"Endocardial cells","GRCm38-Dock6"
5.9417559444292e-157,1.21425166609969,0.54,0.219,3.25893430040053e-152,"Endocardial cells","GRCm38-Il6st"
1.49737800186899e-156,1.06797536049607,0.662,0.332,8.21281886465103e-152,"Endocardial cells","GRCm38-Atp1b3"
6.43787671327173e-156,0.666577751051947,0.264,0.059,3.53104661969528e-151,"Endocardial cells","GRCm38-Csgalnact1"
7.25567001781873e-156,0.67106879843483,0.299,0.074,3.97958989137322e-151,"Endocardial cells","GRCm38-Fzd6"
5.54811350264452e-155,1.25675587144242,0.835,0.479,3.04302929393047e-150,"Endocardial cells","GRCm38-Fn1"
8.89821049536974e-153,0.764665094134834,0.216,0.042,4.8804904925004e-148,"Endocardial cells","GRCm38-Nuak1"
2.78970935823226e-152,0.715301720008309,0.291,0.071,1.53009978880323e-147,"Endocardial cells","GRCm38-Megf9"
3.43774206708121e-150,0.51778823294114,0.234,0.048,1.8855327689527e-145,"Endocardial cells","GRCm38-Ralgps2"
1.06882821765986e-149,0.561853600108544,0.226,0.045,5.86230900822081e-145,"Endocardial cells","GRCm38-B4galt6"
4.32388286529158e-147,0.959110424554909,0.768,0.379,2.37156327395513e-142,"Endocardial cells","GRCm38-Col5a2"
9.81616021363753e-147,0.797023102266896,0.891,0.471,5.38396755397591e-142,"Endocardial cells","GRCm38-Cavin2"
1.08304055098708e-146,0.720628942040749,0.265,0.063,5.94026081405396e-142,"Endocardial cells","GRCm38-Gm14328"
3.80340419469609e-146,0.812867879514471,0.412,0.133,2.08609113270691e-141,"Endocardial cells","GRCm38-Rassf9"
3.830757353823e-145,0.643715782876655,0.234,0.05,2.10109379342484e-140,"Endocardial cells","GRCm38-St6galnac3"
1.72490921452202e-143,0.869145305589177,0.434,0.148,9.46078205981038e-139,"Endocardial cells","GRCm38-Scd2"
5.41850674209202e-142,0.601016197747792,0.269,0.065,2.97194257790263e-137,"Endocardial cells","GRCm38-Adgra2"
1.61949170417177e-141,0.43528821607419,0.164,0.026,8.88258809904133e-137,"Endocardial cells","GRCm38-Lrig1"
1.73949625312854e-141,0.725050558489533,0.831,0.38,9.54078904915939e-137,"Endocardial cells","GRCm38-Egfl7"
5.55868596140094e-141,0.416169299763525,0.14,0.02,3.04882807610919e-136,"Endocardial cells","GRCm38-C130023A14Rik"
1.06810879848927e-140,0.460636126934488,0.147,0.021,5.85836313795396e-136,"Endocardial cells","GRCm38-Ackr4"
1.72814134564531e-138,-1.04408232334606,0.934,0.954,9.47850965259541e-134,"Endocardial cells","GRCm38-Actb"
4.63504559036269e-138,0.734170904222836,0.342,0.099,2.54222980540213e-133,"Endocardial cells","GRCm38-Ctsk"
3.19079446109964e-137,0.85097413848431,0.676,0.304,1.75008694602393e-132,"Endocardial cells","GRCm38-Mdk"
6.03325905888745e-136,1.01506193436026,0.64,0.324,3.30912192861859e-131,"Endocardial cells","GRCm38-Ppp3ca"
9.80915183615206e-136,0.840760002404544,0.696,0.308,5.38012359909268e-131,"Endocardial cells","GRCm38-Flt1"
1.24216871882912e-135,1.05230976135994,0.488,0.199,6.81304698903397e-131,"Endocardial cells","GRCm38-Arl4a"
8.21353447996535e-134,0.606896333796227,0.267,0.067,4.5049593915714e-129,"Endocardial cells","GRCm38-Ralgapa2"
5.12263554554849e-132,0.430092965013927,0.136,0.02,2.80966314402244e-127,"Endocardial cells","GRCm38-Cxxc4"
5.75380523013189e-132,0.849203966251076,0.43,0.157,3.15584709262274e-127,"Endocardial cells","GRCm38-Nxn"
8.56740108190443e-132,0.865417950459921,0.454,0.17,4.69904814540294e-127,"Endocardial cells","GRCm38-Dennd5b"
1.12437151763989e-131,0.752529303290411,0.985,0.922,6.16695289995126e-127,"Endocardial cells","GRCm38-Vim"
2.24245683670145e-131,0.737328960197543,0.3,0.084,1.22994272579401e-126,"Endocardial cells","GRCm38-Itga9"
1.94046538963661e-129,0.88468616705044,0.491,0.198,1.06430645690789e-124,"Endocardial cells","GRCm38-Cdc42ep5"
5.62914966075605e-129,1.03904195744865,0.616,0.295,3.08747600593148e-124,"Endocardial cells","GRCm38-Adamts1"
7.32157900078093e-129,0.72139095240188,0.327,0.099,4.01573965034832e-124,"Endocardial cells","GRCm38-Gmds"
3.12933698865583e-128,0.885575632641458,0.404,0.142,1.71637875153795e-123,"Endocardial cells","GRCm38-Tspan2"
4.61065594226342e-128,0.864832971734007,0.461,0.176,2.52885257121264e-123,"Endocardial cells","GRCm38-Lmo2"
1.74251516668417e-126,0.733927293022411,0.437,0.159,9.55734718622932e-122,"Endocardial cells","GRCm38-Sox7"
2.30100621829832e-126,0.630822621477322,0.236,0.056,1.26205589061226e-121,"Endocardial cells","GRCm38-Plxna4"
2.46941384341736e-126,0.807444669336749,0.701,0.35,1.35442410483755e-121,"Endocardial cells","GRCm38-Ccdc80"
9.09552675363697e-126,0.755026097805638,0.152,0.026,4.9887145138348e-121,"Endocardial cells","GRCm38-Col4a3"
1.71128202777028e-125,0.546588882120947,0.176,0.034,9.38603966591446e-121,"Endocardial cells","GRCm38-Tmtc1"
5.85872867359228e-125,0.989229098422674,0.538,0.232,3.2133955028919e-120,"Endocardial cells","GRCm38-Col18a1"
6.54320461799776e-125,0.526831823563903,0.2,0.042,3.58881686887941e-120,"Endocardial cells","GRCm38-Gm37606"
1.13760910492168e-124,1.13732649419793,0.626,0.314,6.23955841867442e-120,"Endocardial cells","GRCm38-Cdkn1c"
4.66289560590999e-124,0.698802145213569,0.406,0.144,2.55750498192951e-119,"Endocardial cells","GRCm38-Ephb4"
7.90388454778078e-123,0.663696690685517,0.326,0.1,4.3351225967668e-118,"Endocardial cells","GRCm38-Lpcat3"
9.30455443315873e-123,-1.98992384534754,0.247,0.576,5.1033620154989e-118,"Endocardial cells","GRCm38-Sparcl1"
5.2916028515684e-122,0.719922526466996,0.379,0.131,2.90233833202824e-117,"Endocardial cells","GRCm38-Wbp1l"
1.57296836787729e-121,0.668574786733463,0.262,0.069,8.62741690413334e-117,"Endocardial cells","GRCm38-Smad6"
9.16064172343374e-120,0.920174090014954,0.612,0.312,5.02442877246894e-115,"Endocardial cells","GRCm38-Cpd"
2.6968570200675e-119,0.871460295748299,0.657,0.346,1.47917213836662e-114,"Endocardial cells","GRCm38-Wwtr1"
7.03514837991777e-119,0.321115420705991,0.104,0.013,3.8586381834173e-114,"Endocardial cells","GRCm38-Amigo2"
2.01831919716713e-118,0.71132270350681,0.369,0.123,1.10700771326223e-113,"Endocardial cells","GRCm38-Bmpr1a"
2.382207566337e-118,0.453594584882385,0.146,0.025,1.30659320598452e-113,"Endocardial cells","GRCm38-Ctnnal1"
3.56475566511893e-118,0.695919944195028,0.306,0.092,1.95519718720443e-113,"Endocardial cells","GRCm38-Smtnl2"
3.34666976249976e-116,0.7086304275498,0.139,0.023,1.83558143133587e-111,"Endocardial cells","GRCm38-Enpp2"
3.39032599876025e-116,0.679706024786838,0.394,0.141,1.85952600380002e-111,"Endocardial cells","GRCm38-She"
1.25335231614599e-114,-1.17614929873153,0.992,0.986,6.87438678359753e-110,"Endocardial cells","GRCm38-Tmsb4x"
1.56801034014358e-114,0.260727792974979,0.107,0.014,8.60022311361951e-110,"Endocardial cells","GRCm38-Gm48582"
3.85491350150996e-112,0.411503865893274,0.165,0.032,2.11434295730818e-107,"Endocardial cells","GRCm38-Heph"
1.01192677600226e-111,0.561881970439303,0.165,0.033,5.55021598101718e-107,"Endocardial cells","GRCm38-Ntn4"
1.17463101570708e-110,0.446136162618617,0.163,0.032,6.44261619495017e-106,"Endocardial cells","GRCm38-Olfml2a"
2.64045379371395e-110,0.866453199068804,0.559,0.273,1.44823609677623e-105,"Endocardial cells","GRCm38-Pon2"
4.65072533422538e-110,-1.79644168836785,0.083,0.427,2.55082983131594e-105,"Endocardial cells","GRCm38-Col15a1"
2.91296054077138e-109,0.680794645741528,0.468,0.191,1.59770059740229e-104,"Endocardial cells","GRCm38-Rapgef5"
4.1917011512475e-109,0.525825502888404,0.247,0.066,2.29906424743623e-104,"Endocardial cells","GRCm38-Gaa"
5.39877370673457e-109,0.625881177646006,0.277,0.082,2.96111940266977e-104,"Endocardial cells","GRCm38-Tle1"
1.07202140059978e-107,0.818959924702184,0.571,0.281,5.87982297800969e-103,"Endocardial cells","GRCm38-Adam10"
4.38782372728889e-107,0.720198410262004,0.391,0.149,2.40663355794341e-102,"Endocardial cells","GRCm38-Rfk"
8.16001784588498e-107,0.724621885565556,0.466,0.193,4.47560658811099e-102,"Endocardial cells","GRCm38-Wls"
1.49874876350501e-106,0.57034072232104,0.197,0.046,8.22033721807226e-102,"Endocardial cells","GRCm38-Ncam1"
3.76765813197913e-106,0.749988188805601,0.494,0.212,2.06648513222791e-101,"Endocardial cells","GRCm38-Smagp"
1.23368368133541e-105,0.920546249221333,0.592,0.311,6.76650825538844e-101,"Endocardial cells","GRCm38-Rhoj"
1.27681425876946e-105,1.01590896360904,0.827,0.65,7.00307084649875e-101,"Endocardial cells","GRCm38-Bsg"
8.13650909759858e-105,0.635871469705538,0.298,0.095,4.46271250985087e-100,"Endocardial cells","GRCm38-Lrrc42"
1.07860671262764e-104,0.468432584028263,0.224,0.058,5.9159420974201e-100,"Endocardial cells","GRCm38-Arrb1"
1.00762582253331e-103,0.625126280721293,0.56,0.246,5.52662611143072e-99,"Endocardial cells","GRCm38-Rasip1"
4.2190136941338e-103,0.890708412101629,0.429,0.179,2.31404463095851e-98,"Endocardial cells","GRCm38-Airn"
3.23135490551874e-102,0.751461644743055,0.582,0.285,1.77233353857892e-97,"Endocardial cells","GRCm38-Elk3"
2.75525865961981e-101,-1.0984859221133,0.931,0.795,1.51120426962827e-96,"Endocardial cells","GRCm38-Sparc"
4.79484935272021e-101,0.330048475872903,0.148,0.029,2.62987897297998e-96,"Endocardial cells","GRCm38-5033428I22Rik"
6.27779454308151e-101,0.513268191217983,0.139,0.026,3.44324475098934e-96,"Endocardial cells","GRCm38-Gap43"
7.84407986591346e-101,1.55983772696929,0.389,0.155,4.30232092485622e-96,"Endocardial cells","GRCm38-Nts"
1.14385323420633e-100,-1.80890083169971,0.056,0.372,6.2738062189749e-96,"Endocardial cells","GRCm38-Lsp1"
1.21237158795733e-100,0.59739194932377,0.316,0.102,6.64961568562837e-96,"Endocardial cells","GRCm38-Ahnak2"
3.34881597846826e-100,0.601513502434334,0.302,0.1,1.83675858787027e-95,"Endocardial cells","GRCm38-Zfpm1"
